Temperature,SsWT,SsWT,SsWT,I45A/S70A,I45A/S70A,I45A/S70A,SsWT,SsWT,SsWT,I45A/S70A,I45A/S70A,I45A/S70A,I45A,I45A,I45A,I45A/M73A,I45A/M73A,I45A/M73A,I45A,I45A,I45A,I45A/M73A,I45A/M73A,I45A/M73A,I45K,I45K,I45K,I45K/S70A,I45K/S70A,I45K/S70A,I45K,I45K,I45K,I45K/S70A,I45K/S70A,I45K/S70A,S70A,S70A,S70A,I45K/I107A,I45K/I107A,I45K/I107A,S70A,S70A,S70A,I45K/I107A,I45K/I107A,I45K/I107A,M73A,M73A,M73A,M73A/I107K,M73A/I107K,M73A/I107K,M73A,M73A,M73A,M73A/I107K,M73A/I107K,M73A/I107K,I107A,I107A,I107A,I45K/I107K,I45K/I107K,I45K/I107K,I107A,I107A,I107A,I45K/I107K,I45K/I107K,I45K/I107K,I107K,I107K,I107K,S70A/I107K,S70A/I107K,S70A/I107K,I107K,I107K,I107K,S70A/I107K,S70A/I107K,S70A/I107K,dye only,dye only,dye only,buffer ,buffer ,buffer ,dye only,dye only,dye only,buffer,buffer,buffer
67.5,147.5891208,151.6875798,146.8752816,-41.07381639,-40.17751101,-21.36576802,193.8358809,171.2336899,191.2756637,-38.32082058,-37.22349902,-36.95828115,256.2868571,289.9492429,258.9022385,332.6588267,331.4794924,299.1930185,285.5197392,308.308739,289.0394726,351.0045529,314.3854894,296.3455621,-64.46038976,-64.93790248,-48.6171684,-324.1239846,-314.142032,-277.0042236,-161.0066355,-119.2879165,-99.69184942,-312.6617237,-293.5631957,-255.2751326,-221.5351629,-220.0651282,-175.9181348,317.6540468,291.0838373,289.2856591,-230.0440757,-211.3503246,-222.7454238,416.0483153,382.4713428,365.9216388,295.2871816,281.8101553,265.032339,436.2053879,403.5215566,462.9087641,347.8157859,377.8929901,353.0046671,422.195621,369.7769059,390.5597157,409.1309463,404.9939028,350.9456948,382.6062108,365.1248077,344.6372986,430.8091618,385.9473718,396.0391016,375.059538,357.2021253,342.3381746,353.0081442,339.7380273,296.5876888,276.1445106,304.6901474,256.1073107,392.0856133,391.6437666,359.6619664,307.1846729,309.7462882,309.766109,0.644442187,1.379694017,3.648099428,2.053556648,1.709472133,2.319610051,0.453758846,1.60087064,1.435669623,1.950606615,1.627880607,2.486798565
68,176.5974624,174.6055801,172.0843239,2.002350125,4.374531988,19.31018826,223.8602922,203.1808004,221.5510306,-0.599380528,-6.078273949,-1.320986878,260.7069673,294.0211829,264.3295753,329.9932148,329.0731843,297.0081369,292.2221665,314.8983735,295.1143257,348.1277519,312.3853661,294.080962,-24.85885881,-24.7937208,-13.46119304,-330.4717267,-320.3101861,-279.591786,-98.01740738,-62.10567278,-53.11025185,-318.5405156,-298.6032039,-257.6841328,-199.9810221,-200.578336,-159.3385146,324.5744796,298.7905112,295.7556346,-206.2969105,-188.5293444,-200.6781779,421.8125934,386.842217,369.8423103,290.2093233,279.4034751,260.0201932,436.0190346,403.1595918,461.8158828,344.6861552,375.4384972,350.1856992,419.1942363,368.9127825,388.3812398,416.1171726,405.4985994,349.0458038,391.5072951,374.425982,354.439331,430.6767469,386.412185,395.4387584,381.4834128,364.5028339,352.065996,355.3148756,341.5948325,298.9893378,311.0261084,333.062712,285.4213441,394.0323658,390.1875029,361.4827442,346.4064383,346.068391,346.2378778,0.575921047,1.426571627,3.685800987,2.275448323,1.495700561,1.893989487,0.386664444,1.280524366,1.810148131,2.045578358,2.042825527,2.459835844
68.5,201.0763535,193.626605,192.6520879,44.21690444,48.76639342,58.0125102,247.7283132,229.0777148,246.3527301,34.92171405,27.00134169,32.96036068,264.7063788,299.1238108,267.728172,328.3712895,327.2882563,294.0398619,298.0361622,319.3921421,298.6111578,344.6430691,310.487396,291.7232843,14.18440378,14.12926373,18.60045193,-331.3215689,-318.6750764,-277.4268349,-35.0908753,-6.64556851,-6.843509718,-318.4635157,-297.5168276,-255.8726659,-174.5631089,-176.9032795,-138.2619478,331.1284539,307.4145991,303.2910047,-177.4292102,-161.0236939,-173.6794131,424.6371265,389.9863255,371.5039247,285.9169864,277.2269254,254.3077434,435.0785865,402.5205091,460.5260823,342.0797059,373.9663649,348.7369631,417.6343131,367.6857292,386.160721,421.5544729,405.7015123,346.5237863,398.1281163,383.777905,363.9395962,428.1726977,386.6089621,394.8921319,387.6599055,370.2508785,360.0731976,356.2588059,341.4198134,298.9894354,337.0248594,356.9695813,308.9076151,393.6827832,387.5563409,361.0390815,377.0746512,374.9095115,375.2613806,0.314936115,1.755469943,3.350306044,2.650810912,1.729170924,1.667310903,0.528141002,1.299972535,1.765509769,2.185166433,2.185179822,2.783201467
69,219.2020724,209.8152229,209.226028,83.47906664,91.03484274,92.92443837,265.1322283,250.469632,265.0457754,69.53019037,59.16309483,64.74348628,267.4619978,303.7796111,268.7837143,326.3081172,324.1688164,291.5007165,301.6919845,322.4237132,301.4523417,341.9631132,308.8870325,290.3693732,51.14373841,51.21417839,47.26464484,-325.653788,-310.1720663,-270.4798108,24.08204329,45.23349036,37.07817494,-312.180375,-290.7859319,-249.0908533,-143.6628709,-149.3795991,-113.2136601,335.0283243,311.6136497,309.5728641,-144.2841642,-130.2176336,-142.495036,424.7375498,390.9438326,372.4898432,282.3901174,275.2176316,253.0217545,432.4750206,401.2798119,458.9914212,339.8557347,372.6150988,347.3723009,416.7127262,367.3414246,384.7101957,425.2991074,404.7294389,343.4022113,405.9428433,392.7030171,371.5214684,425.1664024,385.952174,393.9879941,391.5272157,374.0236612,366.0988783,356.2383135,340.8455526,296.9829571,354.0765527,374.1655529,327.7222814,392.9356978,383.537639,360.2275798,399.8368506,397.0885874,396.8794323,0.409792489,1.905033168,2.764308538,2.78417183,1.898158178,1.595810305,1.104447114,1.005525455,1.621145112,2.362578096,2.08559715,2.84455696
69.5,232.172483,221.5583655,222.0570026,120.5813438,130.5488626,124.5665539,278.7866291,266.841744,279.4242902,103.0104444,90.04523837,94.06874398,268.6499011,305.048515,268.5749468,324.454022,320.9364053,289.2527443,303.3468054,323.7245742,302.6311167,339.5535785,307.5859571,288.1467163,84.36716428,85.24343225,74.63100277,-311.8048336,-295.4100049,-257.7017754,78.36737918,90.9353811,76.87614468,-298.0072597,-277.6335341,-235.7839115,-110.5625998,-114.1411822,-85.79734409,344.2459893,313.101895,313.6332262,-108.1566417,-96.57962244,-108.6617511,422.5588081,388.2835527,371.5589008,280.5102131,273.1676319,253.8632777,430.1128717,397.4582608,456.1472808,337.8397399,371.7504103,347.7690668,415.3388618,365.9408392,382.706662,428.2196408,403.3669749,340.5233551,412.3993027,401.0371073,377.0661653,422.586885,384.2730799,392.331796,392.7656242,375.6497148,368.8277036,355.5731301,338.9904971,295.0148106,366.3963338,385.6586635,340.2459323,391.8711075,379.7456991,359.244493,414.712967,411.290255,409.2412475,0.550058174,1.853008346,1.971720088,2.863575897,2.10673679,1.350359492,0.998232806,1.266107085,1.925234734,2.43856547,2.043583941,2.266440161
70,241.587449,230.1534201,231.0273667,153.6515606,165.7982766,150.1492497,289.7475546,278.1995252,290.1237253,133.0222542,119.2661146,122.4252629,270.0966766,305.6895728,267.6970705,323.8206973,318.4206692,286.7951423,303.4528598,323.3942993,301.8460514,336.5254353,306.4108368,285.6527907,113.311144,114.3171385,99.11445322,-291.3545623,-272.4415086,-239.9984763,129.1840982,130.9604456,113.3924408,-277.2507387,-258.3252691,-217.3749195,-76.96985601,-75.45690062,-56.35605832,354.265462,316.147658,316.9656797,-69.74877412,-60.86987626,-72.75122909,419.7512529,385.722419,370.3883936,280.2896756,271.050417,252.6552865,427.4399353,393.8735031,451.8353366,336.0319429,372.170587,347.6793924,413.4921439,364.0434346,380.5087109,426.8656365,396.7736609,337.3756533,415.2883121,406.1002636,381.2382195,419.5017418,383.3429938,391.3602224,393.3643664,375.8451766,368.3942681,354.3127563,335.7962111,292.6693441,374.8757337,392.7497793,346.6073337,389.0541841,377.1627418,356.1425594,421.4821335,416.9624953,414.8705958,0.36189604,2.131864121,1.481827041,3.19107997,2.523877936,1.736775962,0.839767545,1.983390034,2.437570183,2.435198024,2.252099173,2.14356898
70.5,247.3719352,236.3973958,236.8189013,180.2941073,194.2293468,167.6867516,296.7524091,287.1709907,297.6144334,159.9258366,144.4411398,148.0344514,270.8897332,305.5142397,265.4436589,322.7678378,315.9429391,284.6292275,302.7540429,322.5794161,300.773733,334.393938,305.1511361,284.4396262,137.3908993,138.8125884,119.9018451,-264.8688406,-242.9080691,-217.1446457,174.1995116,164.8790145,145.401486,-249.6104114,-233.2212453,-193.8329434,-41.44999911,-37.89650406,-24.91790709,356.9479116,317.2963382,319.4920303,-30.66401301,-24.10533394,-35.23097059,415.7143842,383.3850285,369.7237293,280.3404457,268.8771398,252.6621662,423.7672234,391.7744869,446.6624532,333.9779146,372.5193925,346.3511531,410.9169006,361.7960498,378.8593734,420.1683764,387.432923,333.4198521,417.5794899,407.3894936,382.5482356,415.2229901,381.7559174,389.7798446,392.275535,374.3376823,366.0372657,352.9322954,332.7337695,289.3807839,376.5292437,393.9687995,348.7608209,385.9857478,373.9790078,352.4956674,422.7969397,417.6641496,416.7018117,0.430795162,2.518677959,1.348162833,3.22719603,2.706667316,2.816980094,1.001950293,2.272911705,2.40246759,2.667109273,2.496238195,2.426776664
71,250.098227,239.0715299,240.0379421,202.2848084,216.6874926,178.00357,302.0017905,290.7677403,303.5475037,182.4366552,164.3416106,169.2365093,270.2597434,302.6096531,261.5838799,321.1463999,312.8330166,282.132666,301.3552869,321.3699834,298.7979862,332.6725976,303.2837069,283.2435314,156.5649536,158.9534201,136.2561832,-228.9677501,-208.8554459,-188.2303696,210.6154843,191.5213179,170.8119922,-214.8965949,-202.9281397,-165.005415,-5.802631153,1.076616297,6.827391646,357.6915936,315.1407355,318.4844753,8.23321786,13.08730398,1.812220597,410.0898114,379.1463994,367.2266854,279.9514898,266.447062,252.8143145,420.7193273,388.3803379,439.6954638,332.2823405,372.0715405,346.2942914,408.005481,359.9510651,376.743643,412.7661923,380.9537163,329.1031985,419.0279837,407.8950395,381.4953346,410.9488821,379.0808152,386.5370235,388.0797327,371.2326012,362.8870926,351.1961209,329.3500354,286.4949321,374.3787202,390.7476146,347.5441937,383.6052482,369.977556,349.0759272,420.4402804,415.0496383,415.8862237,0.769281803,2.564003066,0.994649142,2.86188216,2.462738607,3.152613511,0.945543523,2.47549247,2.541545812,2.991705941,2.305371438,2.321073107
71.5,252.8423555,240.0231977,241.3253245,219.7056248,233.564151,182.5458902,306.4537521,289.0191365,308.1025861,199.9529346,180.1185678,189.7367659,268.3437355,298.4439473,258.1241049,320.094548,311.1508586,278.7408114,300.7874518,320.0560834,297.288686,330.9497098,302.298538,282.8492188,171.9190512,174.5062332,149.3885074,-187.2593688,-169.711823,-155.044234,240.0279645,213.1677839,190.9693019,-176.7266165,-167.867209,-132.5944559,28.3788706,40.17678861,38.20693571,357.5299039,318.5919044,315.1716302,46.34409774,49.78963378,37.64245693,404.9561001,374.7292376,363.6675221,280.0319452,264.6170996,250.6161289,416.4020301,384.7860484,431.7169679,331.5049187,373.0318655,346.7056421,404.4434009,358.3693226,374.4393969,405.1584846,374.803766,325.2173155,417.4597919,406.5890106,380.1443952,407.3503182,376.9801958,382.2183178,383.0926913,367.9616811,359.5773512,348.8286872,325.5195955,284.302243,376.92079,386.3029425,344.345901,380.2469905,366.5004785,344.8754585,416.1526245,409.8812801,412.049433,0.799904148,2.692402538,1.207110305,2.503546312,2.498038721,3.188613624,1.039261465,2.657960646,3.192223214,3.157224051,2.730175091,2.299774692
72,255.4738521,240.8792474,241.0782431,231.2204519,245.1274834,181.7062735,308.7245768,284.5293526,311.4197538,212.7951888,192.0697369,207.2435692,265.9913053,294.871698,255.358052,318.4566304,309.1421247,275.485412,300.2165675,319.4600829,296.6245438,329.9532145,302.5306367,282.783136,184.1807333,186.0591631,159.593806,-143.8198888,-126.8057993,-117.9406644,262.658124,231.4995091,206.5299035,-135.3467092,-129.7863467,-97.8755309,62.13525562,71.53419342,68.08401842,352.5379122,322.8382816,312.1241291,82.40031118,84.30107212,72.95895709,400.2035175,371.8561824,360.617039,280.1714932,263.5009109,248.367252,410.3771971,382.011132,423.8384549,331.1895911,375.4815583,345.1525007,400.224255,356.1041721,371.5577528,397.1256538,367.3350343,321.5037693,414.2169751,402.9660836,378.4712342,403.0536632,373.9235743,377.7024243,377.9066523,364.9381959,356.5597781,345.726208,321.7123751,281.9935261,378.1669124,377.6204094,341.1861565,376.2265792,363.0178238,340.6697768,410.8057718,403.5038156,407.1034269,0.791495083,3.061692476,1.975056909,2.185294601,2.671485838,3.475452294,1.539357628,2.725755627,3.455553269,3.332583601,3.404625876,2.667984624
72.5,257.3461838,240.8323892,240.1380813,239.0824074,252.2339526,177.6136093,309.6568859,275.5902598,314.979727,221.4582397,200.3504206,217.4538471,262.9712297,290.7181485,252.2055171,316.0578767,306.7229763,273.0244751,299.4147472,319.6631508,295.9298418,330.550909,302.9123381,282.4243686,193.1352658,195.1345388,166.5765703,-96.65586182,-82.92411358,-76.68485627,275.9972576,243.890346,217.9949942,-91.52402464,-89.42627711,-61.55699701,94.97560838,99.30885637,95.67737818,346.0876105,320.8602155,308.4750093,116.1737389,116.3143311,105.8991023,394.6280639,367.5061592,356.3159268,279.7056132,262.5373174,248.5223943,404.6410978,378.4757442,416.1569555,331.6789968,376.8332685,345.9191269,396.4551652,353.1976288,368.2574662,390.5214224,369.2117413,317.0233711,411.0109476,400.2864537,375.9184056,397.720415,369.5255115,372.3915272,372.5226957,361.3319602,353.7622726,342.6537072,317.1894217,279.6295763,372.042946,367.298914,337.3500575,373.4989799,358.2703595,337.221775,404.8589431,398.7615862,402.9544333,1.250586882,3.528898251,2.208868046,2.056835004,2.318213626,3.085125971,2.306506948,2.917130539,3.568386348,3.473897957,3.380374449,2.738866322
73,258.712705,241.0287097,239.9444727,245.5476502,256.8243548,173.6945148,310.297648,261.0441126,318.9789593,226.1061559,206.4435429,225.6007765,260.1435421,286.7013033,249.7455382,314.8876085,305.72417,270.8263094,299.5166926,320.8766036,295.6933813,332.4707918,304.6331806,283.2954715,200.2056364,202.2493641,171.9449005,-48.48519266,-38.74103432,-34.8819357,283.3484581,253.2901488,227.2537707,-49.32851638,-49.00855257,-25.94046714,124.9524129,128.7060918,119.929087,342.2955702,318.6000511,303.8752905,146.2698642,145.2396914,134.9350373,389.6749045,362.4342284,350.7436465,279.5731138,262.0632095,248.5360767,398.5398871,374.5160322,408.9117734,333.2090065,378.8579104,349.3475557,393.119033,350.7681428,365.4406884,387.0149468,375.105796,312.8773941,407.4914457,399.1477669,372.7512959,393.6722701,365.5633655,366.9147101,367.7690771,357.9311113,351.379319,339.836639,311.6257175,277.2772713,367.2344269,361.0949712,333.2668919,370.8160479,353.6123878,334.1487114,399.6116844,395.2014539,399.1555314,1.886873626,3.804762722,2.167346638,1.976999201,2.439752393,2.552288666,2.886816731,2.849214097,4.028643812,3.423396501,3.062136851,2.877152845
73.5,260.2951108,242.7275149,240.5022545,249.2950744,259.9886677,169.9782505,307.1470581,244.6817182,322.1452531,228.4827039,211.9885007,233.6945602,257.4788139,283.1819745,248.7082872,314.735714,306.0248499,270.3150866,300.355918,322.5546263,297.0302641,335.2770052,308.014222,285.0517552,206.1842028,207.4512525,176.9163934,-3.02503319,4.983698336,5.892715712,290.1819806,262.0574375,235.3285644,-9.156753549,-10.07250265,7.932354689,153.1527854,153.7293519,141.1255916,338.482074,316.9699898,300.5825685,173.0865688,169.906509,161.4804809,386.3679988,358.2496056,346.6448805,279.8239991,262.7203605,249.3271956,391.8221586,371.1724583,402.4109205,334.7421901,381.3544413,350.4577443,388.7407497,347.9654272,362.5168412,384.868089,373.2540388,309.6702283,403.0199082,396.6424351,369.0434209,390.2588354,361.6954139,363.152525,363.3873685,354.8561036,348.4451784,336.5002387,305.2736425,274.8803186,364.0191746,355.422043,329.8695762,367.1606765,349.9379858,330.6294434,395.124969,390.8670438,393.7696695,2.03147214,3.796732586,2.626132346,1.9239728,3.06942735,2.673695595,3.179766271,2.747938754,4.342726716,2.8336762,3.338867518,2.958999803
74,261.3671832,244.1154703,241.2304047,251.6612512,262.5993337,168.1174145,297.2807684,230.3824324,325.1370007,230.2375066,216.8001431,239.8363328,256.0926025,280.2168553,247.8681795,314.9611596,306.3245941,271.717934,302.421322,324.8347223,297.1525028,340.3283592,310.2699246,286.5405659,210.6468444,211.1574357,180.158125,39.82395106,45.2493133,44.38816447,296.833966,269.3784822,242.2280724,29.79441175,27.25994095,40.30569431,178.3038078,173.9970792,159.2406303,334.5046312,311.3577923,298.618632,196.1325447,191.4861878,184.5906088,381.8487714,353.6991993,342.7586009,279.8059178,262.8934418,251.1105939,389.1419006,367.6965058,396.3004515,335.6627763,382.164619,351.5184078,384.5351349,344.3222169,358.3897696,382.4716594,370.2413037,305.8712207,398.1225952,393.2992699,364.4163474,385.9447202,357.0337023,359.8297404,359.0267229,351.2231387,345.3313188,332.948919,297.7564027,270.8157299,357.0846255,348.6199718,324.849561,363.9831551,346.3033363,326.992742,390.1675037,384.8365557,388.6811524,2.068813206,3.85477654,2.303210995,2.354397463,3.144787462,2.881230662,3.132899185,3.110300065,4.316308087,2.745630649,3.34713616,2.802891872
74.5,261.7318626,244.3222937,242.4568331,254.8811196,265.3414733,170.6726203,282.0953512,217.571288,328.3778119,231.776525,221.0645606,244.9518791,256.429618,278.3277938,247.2614948,315.954539,307.2734139,272.9674548,305.2597523,327.6771257,297.5279925,345.9449409,312.1761193,289.3432546,213.9842976,214.2873776,182.5827455,79.89668787,80.86182404,78.72506004,304.6383819,276.3090788,249.7444722,65.35219155,61.52896561,69.89639516,199.4463856,198.5533144,174.4907894,330.4323243,304.5351458,296.0453777,216.5460608,211.4848275,203.9028731,376.201578,348.7213313,337.0718131,279.8190025,262.773373,251.981051,389.025917,362.8919795,389.258576,336.0031357,381.2236157,353.906506,380.2997237,340.5260182,354.2933713,379.3682672,367.5695306,301.218728,392.9831382,390.105658,358.8412465,381.86359,353.3241997,355.7479489,354.8871057,347.3642644,342.4187141,329.6634395,290.2676579,265.8619363,347.6477814,346.9565637,319.1703568,360.8616619,341.9943475,323.8303815,385.0726214,378.5851313,385.5854433,2.404273834,3.807397176,1.502145519,2.746392536,2.911508833,2.885284213,3.217008019,3.251766779,4.608845531,2.711314093,3.056448092,2.89715604
75,262.4031468,245.12969,244.8069408,259.0862529,268.9083972,177.2251513,261.5434491,208.171205,329.7255911,234.8095415,224.7753643,251.4445134,257.5994179,277.5092174,248.0289697,317.645101,309.2813833,274.4026432,309.147692,331.80334,300.9112101,350.5694847,315.7912476,292.7538714,217.9897683,217.560664,186.3488879,114.6464405,112.7236068,108.4188538,315.2501893,284.9197668,258.1366613,97.1658792,92.48553747,96.42988282,218.3525646,220.7077913,188.1787628,326.1174335,300.8557277,293.0691039,235.2523308,229.8240262,221.6867696,370.9317321,344.7510584,330.4633409,280.1282637,263.0130933,251.695194,387.4362924,356.3251993,382.365766,335.1895216,379.8502358,354.4134347,375.3004781,337.1053114,350.8735399,375.8451601,359.8939214,297.9104314,387.2775512,386.3956478,352.9325672,378.8081137,349.6123083,351.4823419,350.6035042,343.6839141,338.8896003,326.1840789,283.3192762,261.6524669,341.17629,346.6685697,314.6293095,356.7515213,337.410032,320.7234365,380.8142045,371.2444677,381.3887294,2.366784795,3.325975363,1.472002677,2.746819986,3.178582615,3.2773018,2.674604875,3.212293322,4.609628977,2.256449174,2.955034382,2.987002057
75.5,263.860667,246.4724998,246.7516282,264.253135,274.0792887,186.4235873,236.4026556,203.5967685,328.3156609,240.2176223,223.8435205,256.7740776,259.8102667,277.5942647,250.1674925,319.7542944,311.0811261,277.2309495,313.9818001,336.921275,305.1729788,354.3273872,318.8483797,293.9813311,222.7161452,221.1273847,190.3953834,145.0967235,140.8945497,134.6358414,328.0590986,294.5895774,266.7045616,126.7120709,121.8637868,121.1705002,235.7585601,233.1835176,201.1345021,320.4543855,297.2910014,289.9457856,253.1991142,247.1187378,238.4962556,365.8089377,340.9207712,323.8238221,279.6441844,262.7339991,251.3009859,386.1095629,349.8444346,376.0841956,333.3567631,376.5913521,351.7167649,370.586436,333.4285239,347.0284583,371.3698349,350.0667027,294.4319772,381.4779268,379.7871286,347.5036551,374.720063,345.5545894,347.3347629,345.6494249,339.3110297,334.4392882,322.0274984,276.1268366,257.1825528,335.6663015,340.7865264,310.3458316,352.5650841,333.107667,317.0569276,376.2618427,360.6605743,375.8041491,2.019324903,2.979685357,1.773485978,2.859604227,3.143956647,3.364995025,2.203485155,3.834529701,4.35852537,2.217289694,3.018407308,2.832934292
76,265.9313289,246.8421958,248.0273309,272.0388203,279.9065032,198.2300721,212.9623342,201.1340615,325.9690676,245.950122,216.082944,257.4963258,263.3426817,279.3358257,249.0051471,321.7783572,312.9443978,279.2291788,319.354864,342.8429723,310.1395783,357.3967194,320.2052089,294.0162143,227.4746877,225.936644,193.8586722,170.9922938,165.0675884,156.8610046,340.1229281,304.7996506,274.9739143,153.6389471,149.973664,144.4363991,250.0931459,246.0157261,212.9481016,314.3793643,293.6732161,286.482343,269.130044,263.3976053,253.23035,360.5020291,336.9958674,315.1368204,277.7619426,260.9645218,250.4002427,384.7361066,345.0885854,370.0077367,330.6648064,372.5801249,349.0288951,366.9452191,329.5999886,343.3653497,365.6852442,343.9397059,289.7749891,376.2595318,372.0549841,342.8388301,369.9473766,342.1098368,342.0197659,341.2141323,334.9776995,330.353597,318.556898,270.4380762,253.2192878,329.7520693,335.4172757,305.8630713,349.329359,328.6858832,314.2249976,371.6184999,349.9446326,370.9674912,2.225811899,3.336205312,1.881993379,3.235129111,2.676855472,3.06031257,2.59156311,4.205456511,4.705563433,2.70004639,3.170909913,2.991541306
76.5,267.5271196,246.5626125,249.300514,281.4583368,286.5891445,210.4980662,197.718001,199.6618705,323.1370127,249.1432104,202.8064885,251.990471,267.6609905,282.281398,247.1529617,323.278592,314.8559932,279.9190972,323.2498055,348.0899111,315.2875461,357.8349209,321.6214763,292.5380428,232.8898044,232.1718684,198.0749149,192.8727001,186.2739517,176.6872044,350.0609455,314.6980344,283.0620616,178.1688499,175.2585658,165.7904757,262.555437,258.608663,222.617908,309.0321447,290.6663523,282.5445726,283.8667879,277.4623335,266.3134892,355.9011586,333.5299802,304.42311,274.7962833,257.890553,247.9561194,380.1131181,341.0379941,363.8183035,326.7605712,368.0857893,345.5924458,362.9679772,326.1448892,340.2445158,359.3672622,337.606872,285.642789,371.0976888,365.7124574,338.354227,365.0427832,337.9890895,336.1813943,336.8135968,331.1041395,326.101005,315.8135896,266.0709938,252.202599,323.6590219,328.5956316,302.3087506,345.0522132,323.8238721,311.5369907,366.6869851,340.4385785,365.6708616,2.559912483,3.812242729,2.307893583,3.336035803,2.827762551,3.318526981,3.07620667,4.105275052,5.117029107,2.906400774,2.879693742,3.497321442
77,268.2198682,246.6290118,249.647332,289.9246414,293.7234275,220.1422124,189.9932912,200.2815574,318.2232116,250.2355525,184.4922752,242.6029368,270.9528669,284.4291536,247.9550839,324.1481825,316.1472651,280.706795,326.5286521,351.0138836,318.9633252,355.6300441,321.1574414,287.7151406,239.1308105,238.0987094,203.1996493,212.6215262,206.309258,194.6664003,356.9949459,322.1377594,289.3835296,200.9688437,199.3752179,185.863402,273.4907451,265.2769992,230.2054335,304.0275708,288.0570214,278.3869088,295.8469901,287.3674851,277.1192297,351.7695052,329.7108637,294.3652719,271.255169,254.2727819,245.0287802,372.707398,337.908705,358.7168148,321.7546814,362.1423967,340.6616261,358.5319412,322.6570591,336.1763792,352.437054,331.6181379,281.8172294,365.9649909,360.0073101,334.2760339,359.8072719,333.2957995,331.1758043,332.3674115,326.2036657,321.390559,311.1851877,260.8462595,251.0555868,321.6202328,319.6376756,298.5029909,340.7629867,319.478891,307.6084208,361.6913927,329.9807595,357.7880068,2.502464381,4.286805226,3.045287493,3.46804239,3.417327935,3.775255586,3.299028801,4.121728071,5.395763489,3.130787408,2.39768939,3.773429254
77.5,267.6695762,245.8273396,248.3737466,296.6252669,299.8954468,227.9542723,189.0480702,201.4333656,312.4276084,248.7806098,164.1248392,232.2268165,273.9589469,285.6094247,247.279228,324.1563113,315.7344213,281.2403973,329.4812998,351.478989,320.5180374,352.2864291,317.3541876,280.8605964,244.7879839,243.1988441,207.5512451,232.0954468,225.473686,211.3096733,361.6744917,327.8403974,293.0493575,223.5848344,223.5429529,205.878807,280.5245994,271.9678746,235.6550732,299.1708461,283.883453,274.6679337,303.1370334,292.7659331,284.0120523,347.8442973,326.0554089,285.266273,266.5150181,249.591552,241.7491174,366.5743865,337.9548036,353.9711145,316.8344231,356.0889847,334.7568324,355.0899746,319.4767434,330.8071703,346.2982644,325.3704761,277.7110823,361.4165395,354.3922057,330.4733419,354.7745485,329.4228441,326.641818,327.8540923,320.6702747,316.7659092,304.7651654,256.1652281,247.5375214,321.0981146,312.8275327,294.1825652,337.6053501,315.9187149,303.8530686,357.093236,319.4886915,349.5967265,2.611186444,4.900213946,3.120863591,3.82666218,3.585377598,3.652435382,4.186259179,4.056722265,5.8795621,3.754125451,2.473423363,3.856487872
78,265.7154393,243.6623294,246.1208922,300.8561603,303.9624526,233.3721074,193.7384534,203.7601981,305.8110205,243.6912929,148.336684,221.0039029,276.4014077,286.9647487,244.3063965,323.019472,314.3535897,280.4445471,329.5646952,350.1845561,320.5255373,348.0620006,311.9658624,272.9194427,249.029896,247.4978635,211.054167,251.1625783,243.5365009,227.9606006,363.5881441,331.6713862,294.2331245,245.8136315,246.2361854,225.2181115,283.7655643,280.9878363,238.50398,296.0013063,279.330143,270.9480811,307.2664771,294.5570658,287.1866549,343.9779963,322.7365002,275.9771444,261.4654271,243.8392055,237.4201936,360.5927343,338.0613168,348.4778963,312.2491269,350.6433533,329.8770337,351.0886177,316.1151659,325.0723285,340.6641558,319.3604028,273.3925005,356.6330086,352.8512228,326.3922498,349.8577269,324.6821048,321.4845349,323.6124975,315.8868232,312.5869562,299.2404658,252.8948384,244.9593844,317.9273869,308.6490537,289.5227469,333.6977736,311.9754555,300.1998864,352.3390513,312.1726421,340.8713268,2.666903531,5.50278236,2.744977687,3.961928456,3.666046536,3.703119146,5.083831738,3.757410433,6.473245903,3.758971725,2.7278225,3.838770706
78.5,261.8039154,240.7983205,242.9131825,300.8388099,305.8074952,236.8917484,199.331285,209.7313639,295.9692559,236.2748121,138.7688524,212.8334218,277.0425017,286.1215268,248.0074681,320.6687829,311.8264943,278.5708829,327.338656,345.8913718,317.7601915,342.4815277,304.6844165,262.5212319,252.4427665,249.8977779,213.8633442,270.0843358,260.4599794,244.5672004,362.9792235,331.9280869,293.9977029,265.029911,265.3041462,242.2286025,284.6014809,283.8697545,238.5879867,293.5451295,275.325395,267.262904,308.6951539,293.6771878,287.6032421,339.7189352,318.6509518,268.3262911,258.2370137,238.3632587,232.4689235,353.8930393,334.6395062,342.2731587,306.9027291,344.5937275,325.2043532,345.8984103,311.8503257,318.4128635,334.2489227,315.0995898,268.6930682,351.2865269,350.9877405,321.5416557,345.3138293,318.992962,316.4714829,319.2185688,310.7663507,308.7028233,293.3160196,248.2486396,241.6522899,314.6643381,301.7252158,284.5043241,328.6127575,307.5031733,295.4254373,347.4328938,305.07318,330.9984539,2.27485749,5.763721148,2.203548204,3.99979613,4.073421589,4.116564841,5.056265575,3.666886738,6.499974588,3.627899045,2.567863232,3.760817573
